predictor	covariate	n	responders	nonresponders	coefficient	odds_ratio_per_sd	ci95_low	ci95_high	wald_p	likelihood_ratio_chi2	likelihood_ratio_p	aic	auc_for_response	auc_bootstrap_ci95_low	auc_bootstrap_ci95_high	auc_two_sided_permutation_p	permutations	bootstrap_resamples	responder_median_zscore	nonresponder_median_zscore	mannwhitney_u	mannwhitney_p	score_table_sha256
z_P4_primary	none	34	24	10	0.4944432481510411	1.639585142836826	0.7431701281293128	3.6172598155660753	0.22067109341645286	1.5896722523797635	0.2073729660565187	43.6045577049369	0.6291666666666667	0.4208333333333334	0.8208333333333333	0.2545745425457454	10000	5000	0.23234772259211334	-0.26599371072032973	151.0	0.24899591549139377	4012b49d7775ebeb2f24d87a7d29da49e658ce673f40cccb031d40738dc12096
