cohort	unit	target	spots	high_P4_spots	observed_neighbor_effect	null_median	excess_over_null	permutation_p	fdr_within_unit
TNBC94 extension	48	tcell_exhaustion	656	164	0.014925501031256623	0.0005750520136873563	0.014350449017569267	0.0004997501249375312	0.0009995002498750624
TNBC94 extension	48	tcell_ifng_response	656	164	0.04367141794037724	0.006861704010599302	0.036809713929777936	0.0004997501249375312	0.0009995002498750624
TNBC94 extension	48	tcell_progenitor	656	164	0.023189350956993336	0.007594106523967525	0.01559524443302581	0.004997501249375313	0.006663334999167083
TNBC94 extension	49	cd8_cytotoxic	357	90	-0.003533577818299584	-0.002077520539179624	-0.00145605727911996	0.6121939030484758	0.9208728968848909
TNBC94 extension	49	tcell_exhaustion	357	90	-0.004916629634727179	-0.0028611197102671113	-0.002055509924460068	0.6906546726636682	0.9208728968848909
TNBC94 extension	49	tcell_ifng_response	357	90	0.007233497776282322	-0.006442220627691876	0.013675718403974198	0.044977511244377814	0.17991004497751126
TNBC94 extension	49	tcell_progenitor	357	90	2.1338653359639914e-06	0.00022333320490375633	-0.00022119933956779234	0.9685157421289355	0.9685157421289355
TNBC94 extension	50	cd8_cytotoxic	812	203	0.07360209579664878	0.022915233025186374	0.05068686277146241	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	50	tcell_exhaustion	812	203	0.03187471999595477	0.01230679810645155	0.019567921889503223	0.0009995002498750624	0.0009995002498750624
TNBC94 extension	50	tcell_ifng_response	812	203	0.06699372272358828	-0.005442321547840162	0.07243604427142844	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	50	tcell_progenitor	812	203	0.08474603204655998	0.019070498353142458	0.06567553369341753	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	51	cd8_cytotoxic	1550	388	0.01595670802362084	-0.00011320787393069576	0.016069915897551537	0.0004997501249375312	0.001999000499750125
TNBC94 extension	51	tcell_exhaustion	1550	388	0.0026350498855609167	-0.001716649702123138	0.004351699587684055	0.11894052973513243	0.11894052973513243
TNBC94 extension	51	tcell_ifng_response	1550	388	0.012646281331429754	-0.0017810404398714702	0.014427321771301224	0.0014992503748125937	0.0029985007496251873
TNBC94 extension	51	tcell_progenitor	1550	388	0.009067709212482664	0.0005927549555798349	0.008474954256902829	0.0034982508745627187	0.004664334499416958
TNBC94 extension	52	cd8_cytotoxic	943	236	-0.0015478811675238846	-0.0030045829861599926	0.001456701818636108	0.7971014492753623	0.7971014492753623
TNBC94 extension	52	tcell_exhaustion	943	236	0.002511219548649024	-0.00039394172285606155	0.0029051612715050856	0.5402298850574713	0.7203065134099617
TNBC94 extension	52	tcell_ifng_response	943	236	0.02978260194507043	-0.010794829765373881	0.04057743171044431	0.0004997501249375312	0.001999000499750125
TNBC94 extension	52	tcell_progenitor	943	236	0.003092861672172653	-0.0007498618984470434	0.0038427235706196966	0.49025487256371814	0.7203065134099617
TNBC94 extension	53	cd8_cytotoxic	472	118	-0.02139213988824548	-0.005606024497136819	-0.015786115391108663	0.2028985507246377	0.5697151424287856
TNBC94 extension	53	tcell_exhaustion	472	118	0.0028113075784840028	-0.000489763792384329	0.0033010713708683317	0.48825587206396803	0.5697151424287856
TNBC94 extension	53	tcell_ifng_response	472	118	0.008083957520371415	-0.0022178864734374443	0.01030184399380886	0.384807596201899	0.5697151424287856
TNBC94 extension	53	tcell_progenitor	472	118	-0.015503277303346524	-0.005894275610213287	-0.009609001693133237	0.5697151424287856	0.5697151424287856
TNBC94 extension	54	cd8_cytotoxic	1330	333	0.01650050931228756	0.002706001652462438	0.013794507659825123	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	54	tcell_exhaustion	1330	333	0.005212221782505716	-0.0003721478738053924	0.005584369656311108	0.0034982508745627187	0.0034982508745627187
TNBC94 extension	54	tcell_ifng_response	1330	333	0.026854949583480878	0.0036088684976056246	0.023246081085875253	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	54	tcell_progenitor	1330	333	0.027212214051609035	0.004884142632255537	0.022328071419353498	0.0004997501249375312	0.0006663334999167083
TNBC94 extension	55	cd8_cytotoxic	405	102	-0.008761658185101003	-0.0006144487618352061	-0.008147209423265796	0.03648175912043978	0.07296351824087956
TNBC94 extension	55	tcell_exhaustion	405	102	-0.005304429496883714	-3.7228927026039527e-06	-0.00530070660418111	0.26636681659170414	0.3551557554556055
TNBC94 extension	55	tcell_ifng_response	405	102	-0.04411539084158558	0.003540758705436728	-0.04765614954702231	0.0014992503748125937	0.005997001499250375
TNBC94 extension	55	tcell_progenitor	405	102	-6.63106193680707e-05	-0.00741863677264093	0.007352326153272859	0.5317341329335332	0.5317341329335332
TNBC94 extension	56	cd8_cytotoxic	893	224	0.012747291415243028	0.011533327610749045	0.0012139638044939838	0.8670664667666167	0.9850074962518741
TNBC94 extension	56	tcell_exhaustion	893	224	0.008128158783401979	0.008031133968610396	9.702481479158254e-05	0.9850074962518741	0.9850074962518741
TNBC94 extension	56	tcell_ifng_response	893	224	0.025998757382647064	0.010946933299425143	0.01505182408322192	0.1054472763618191	0.4217891054472764
TNBC94 extension	56	tcell_progenitor	893	224	0.013386827637582088	0.017330196689909566	-0.003943369052327478	0.7226386806596702	0.9850074962518741
TNBC94 extension	57	cd8_cytotoxic	1121	281	0.02553138263148491	0.011318045387479755	0.014213337244005156	0.030484757621189407	0.04064634349491921
TNBC94 extension	57	tcell_exhaustion	1121	281	0.007216498360073306	0.0024184956533429385	0.004798002706730368	0.10944527736131934	0.10944527736131934
TNBC94 extension	57	tcell_ifng_response	1121	281	0.018256695074709395	0.006053234197174323	0.012203460877535072	0.009995002498750625	0.01999000499750125
TNBC94 extension	57	tcell_progenitor	1121	281	0.03817028457997085	0.013269524821952379	0.02490075975801847	0.0014992503748125937	0.005997001499250375
TNBC94 extension	58	cd8_cytotoxic	857	215	0.01875041913785494	0.002883954762131956	0.015866464375722984	0.02348825587206397	0.09395302348825588
TNBC94 extension	58	tcell_exhaustion	857	215	0.007267151813947423	0.0017076504181182672	0.005559501395829156	0.19790104947526238	0.2638680659670165
TNBC94 extension	58	tcell_ifng_response	857	215	0.0061476321784700305	0.0021357055033943417	0.004011926675075689	0.6841579210394803	0.6841579210394803
TNBC94 extension	58	tcell_progenitor	857	215	0.013797494785806302	0.003206392503081683	0.01059110228272462	0.047476261869065464	0.09495252373813093
TNBC94 extension	59	cd8_cytotoxic	721	181	0.0007368145163780052	0.00020884266219293145	0.0005279718541850737	0.7386306846576711	0.9050474762618691
TNBC94 extension	59	tcell_exhaustion	721	181	-0.001657945021388444	-0.0002818026887046951	-0.001376142332683749	0.4287856071964018	0.8575712143928036
TNBC94 extension	59	tcell_ifng_response	721	181	-0.000701684041088807	-0.0011892259388557383	0.0004875418977669313	0.9050474762618691	0.9050474762618691
TNBC94 extension	59	tcell_progenitor	721	181	-0.004889558781821651	-0.0007989133116045391	-0.004090645470217112	0.06696651674162919	0.26786606696651677
TNBC94 extension	60	cd8_cytotoxic	803	201	0.006527248595526711	0.0005742595804410257	0.005952989015085685	0.1199400299850075	0.239880059970015
TNBC94 extension	60	tcell_exhaustion	803	201	0.007993293108133168	5.528744914558292e-06	0.00798776436321861	0.04397801099450275	0.175912043978011
TNBC94 extension	60	tcell_ifng_response	803	201	0.006277167166472308	0.003836911023417794	0.0024402561430545144	0.7726136931534233	0.7726136931534233
TNBC94 extension	60	tcell_progenitor	803	201	0.0022117295531370457	0.00040078547036166007	0.0018109440827753856	0.5762118940529735	0.7682825254039646
TNBC94 extension	61	cd8_cytotoxic	729	183	0.00010239482693463753	0.005676839357884912	-0.005574444530950275	0.4962518740629685	0.6501749125437282
TNBC94 extension	61	tcell_exhaustion	729	183	-0.0010078817905333354	0.0011914294950118726	-0.002199311285545208	0.6501749125437282	0.6501749125437282
TNBC94 extension	61	tcell_ifng_response	729	183	0.013727515761261078	-0.029324634288759754	0.04305215005002083	0.005497251374312844	0.021989005497251374
TNBC94 extension	61	tcell_progenitor	729	183	0.0012039997142058445	0.005736926837653901	-0.004532927123448056	0.5857071464267866	0.6501749125437282
TNBC94 extension	62	cd8_cytotoxic	1407	352	-0.010455980746766763	-0.0008019135970657454	-0.009654067149701018	0.14292853573213393	0.25787106446776614
TNBC94 extension	62	tcell_exhaustion	1407	352	0.014974641553684304	5.032665223719812e-05	0.014924314901447105	0.0004997501249375312	0.001999000499750125
TNBC94 extension	62	tcell_ifng_response	1407	352	0.0043777686079014555	-0.0009728645877064568	0.005350633195607912	0.3968015992003998	0.3968015992003998
TNBC94 extension	62	tcell_progenitor	1407	352	-0.005379318919680104	0.003370307169595077	-0.008749626089275181	0.1934032983508246	0.25787106446776614
TNBC94 extension	63	cd8_cytotoxic	676	169	0.009832972024906517	0.0022403692268411594	0.007592602798065357	0.12443778110944528	0.16591704147926037
TNBC94 extension	63	tcell_exhaustion	676	169	0.00605757940989949	0.001217653111267463	0.004839926298632027	0.1729135432283858	0.1729135432283858
TNBC94 extension	63	tcell_ifng_response	676	169	0.03499434137467952	0.004909616771752168	0.030084724602927354	0.0034982508745627187	0.013993003498250875
TNBC94 extension	63	tcell_progenitor	676	169	0.023796165971402106	0.005124207494715503	0.018671958476686602	0.014492753623188406	0.028985507246376812
TNBC94 extension	64	cd8_cytotoxic	1383	346	0.011936504271737786	0.001084883388804768	0.010851620882933018	0.005497251374312844	0.021989005497251374
TNBC94 extension	64	tcell_exhaustion	1383	346	0.00375383132285588	0.00016871932985854446	0.0035851119929973356	0.20689655172413793	0.20689655172413793
TNBC94 extension	64	tcell_ifng_response	1383	346	-0.014658490282202286	-0.001016783645713365	-0.01364170663648892	0.04847576211894053	0.09695152423788106
TNBC94 extension	64	tcell_progenitor	1383	346	0.006987426776425415	0.0012684125290035458	0.005719014247421869	0.13543228385807096	0.18057637847742794
TNBC94 extension	65	cd8_cytotoxic	951	238	-0.006475538846476558	-0.0021477340335819273	-0.004327804812894631	0.6906546726636682	0.7741129435282359
TNBC94 extension	65	tcell_exhaustion	951	238	0.009741605999973701	-0.0008427951951349572	0.010584401195108659	0.03248375812093953	0.06496751624187906
TNBC94 extension	65	tcell_ifng_response	951	238	0.053002142113663386	-0.005650416229503297	0.05865255834316668	0.0004997501249375312	0.001999000499750125
TNBC94 extension	65	tcell_progenitor	951	238	-0.005604640698582103	-0.0032270538527541665	-0.0023775868458279364	0.7741129435282359	0.7741129435282359
TNBC94 extension	66	cd8_cytotoxic	1616	404	0.04022036733075707	0.005754908385853408	0.03446545894490366	0.0004997501249375312	0.0009995002498750624
TNBC94 extension	66	tcell_exhaustion	1616	404	0.012812133788147585	0.0015833305768805442	0.011228803211267041	0.0009995002498750624	0.0013326669998334165
TNBC94 extension	66	tcell_ifng_response	1616	404	0.054718768924885364	0.009448772370717812	0.04526999655416755	0.0004997501249375312	0.0009995002498750624
TNBC94 extension	66	tcell_progenitor	1616	404	0.01629489556810139	0.0030889109666642073	0.013205984601437182	0.001999000499750125	0.001999000499750125
TNBC94 extension	67	cd8_cytotoxic	1221	306	-0.007831387228140751	-0.0032330443529362853	-0.004598342875204466	0.09695152423788106	0.19390304847576212
TNBC94 extension	67	tcell_exhaustion	1221	306	0.006841154773465509	-0.0006972860271225872	0.007538440800588096	0.0024987506246876563	0.009995002498750625
TNBC94 extension	67	tcell_ifng_response	1221	306	0.0008367775119121901	-0.0021949325483768337	0.0030317100602890237	0.4492753623188406	0.5822088955522239
TNBC94 extension	67	tcell_progenitor	1221	306	-0.0013436097609467318	-0.0036272594782830805	0.0022836497173363488	0.5822088955522239	0.5822088955522239
TNBC94 extension	68	cd8_cytotoxic	630	158	0.003432249387323231	0.0002838254722025788	0.003148423915120652	0.1409295352323838	0.18790604697651173
TNBC94 extension	68	tcell_exhaustion	630	158	-0.00204436969836147	0.0006185803193383185	-0.0026629500176997885	0.33033483258370816	0.33033483258370816
TNBC94 extension	68	tcell_ifng_response	630	158	-0.014331364524550444	0.001005826902802938	-0.015337191427353382	0.046476761619190406	0.18590704647676162
TNBC94 extension	68	tcell_progenitor	630	158	-0.0022325233235808515	0.0007315445461666846	-0.002964067869747536	0.0944527736131934	0.18790604697651173
TNBC94 extension	69	cd8_cytotoxic	1496	374	0.01039925498058128	0.0012821105009074713	0.009117144479673808	0.0734632683658171	0.239880059970015
TNBC94 extension	69	tcell_exhaustion	1496	374	0.005277721237665234	0.0013277536487999037	0.00394996758886533	0.3193403298350825	0.3588205897051474
TNBC94 extension	69	tcell_ifng_response	1496	374	0.008863259230668663	0.0014221974178572072	0.007441061812811456	0.1199400299850075	0.239880059970015
TNBC94 extension	69	tcell_progenitor	1496	374	0.007915452563780706	0.002448256842497984	0.005467195721282722	0.3588205897051474	0.3588205897051474
TNBC94 extension	70	cd8_cytotoxic	966	242	0.0151058012792743	0.008316508571004133	0.006789292708270167	0.42028985507246375	0.42028985507246375
TNBC94 extension	70	tcell_exhaustion	966	242	0.01657246901728668	0.005404419982164108	0.01116804903512257	0.014992503748125937	0.05997001499250375
TNBC94 extension	70	tcell_ifng_response	966	242	0.03288088893277563	0.011911005732923474	0.020969883199852157	0.04597701149425287	0.09195402298850575
TNBC94 extension	70	tcell_progenitor	966	242	0.01664730152806504	0.002746965236832294	0.013900336291232746	0.22938530734632684	0.3058470764617691
TNBC94 extension	71	cd8_cytotoxic	1259	315	0.05549664967279061	0.029836512337199125	0.025660137335591485	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	71	tcell_exhaustion	1259	315	0.017541864768898255	0.007185390310999341	0.010356474457898914	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	71	tcell_ifng_response	1259	315	0.04623639403047093	0.022668641278098735	0.023567752752372197	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	71	tcell_progenitor	1259	315	0.057698445039580756	0.03644949303688789	0.02124895200269287	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	72	cd8_cytotoxic	1574	394	0.11896123523930688	0.07211327106969974	0.04684796416960714	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	72	tcell_exhaustion	1574	394	0.0322435542461636	0.015658043174395397	0.0165855110717682	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	72	tcell_ifng_response	1574	394	0.06620214123377033	0.02460323573016482	0.04159890550360551	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	72	tcell_progenitor	1574	394	0.08807009437187419	0.04963114854654864	0.038438945825325546	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	73	cd8_cytotoxic	1236	309	0.02947280793776788	0.006084128879384074	0.023388679058383807	0.0004997501249375312	0.001999000499750125
TNBC94 extension	73	tcell_exhaustion	1236	309	0.009143620449893877	0.000997156260097526	0.008146464189796351	0.008995502248875561	0.01199400299850075
TNBC94 extension	73	tcell_ifng_response	1236	309	0.011940645847322351	0.0006685903251029413	0.01127205552221941	0.1489255372313843	0.1489255372313843
TNBC94 extension	73	tcell_progenitor	1236	309	0.030318272148460862	0.0065248083306699844	0.023793463817790877	0.001999000499750125	0.00399800099950025
TNBC94 extension	74	cd8_cytotoxic	1098	275	-0.007734227663946047	-0.015656640856252957	0.00792241319230691	0.06196901549225387	0.18490754622688654
TNBC94 extension	74	tcell_exhaustion	1098	275	-0.00879624355224759	-0.013657962261367042	0.004861718709119452	0.15292353823088456	0.20389805097451275
TNBC94 extension	74	tcell_ifng_response	1098	275	-0.05407146111218292	-0.03925135670420918	-0.014820104407973739	0.09245377311344327	0.18490754622688654
TNBC94 extension	74	tcell_progenitor	1098	275	-0.004726841010958105	-0.008667935490180426	0.003941094479222321	0.35732133933033483	0.35732133933033483
TNBC94 extension	75	cd8_cytotoxic	720	180	-0.008912823095633862	-0.0008491548056737061	-0.008063668289960156	0.3493253373313343	0.44377811094452774
TNBC94 extension	75	tcell_exhaustion	720	180	-0.010094927384392431	3.262961798573827e-05	-0.01012755700237817	0.01649175412293853	0.06596701649175413
TNBC94 extension	75	tcell_ifng_response	720	180	-0.012723811708611865	0.0008112639532166233	-0.013535075661828488	0.28085957021489255	0.44377811094452774
TNBC94 extension	75	tcell_progenitor	720	180	-0.011620434977152705	-0.0032489366970555877	-0.008371498280097117	0.44377811094452774	0.44377811094452774
TNBC94 extension	76	cd8_cytotoxic	1130	283	-0.0036415643792083174	-0.0015495460565684571	-0.0020920183226398603	0.6366816591704147	0.7301349325337332
TNBC94 extension	76	tcell_exhaustion	1130	283	-0.0011855747856002463	-0.00010353140995965349	-0.0010820433756405928	0.7301349325337332	0.7301349325337332
TNBC94 extension	76	tcell_ifng_response	1130	283	-0.029762424975165902	-0.002482536390516543	-0.02727988858464936	0.0004997501249375312	0.0009995002498750624
TNBC94 extension	76	tcell_progenitor	1130	283	-0.016011069447271348	-0.0017406243166117469	-0.0142704451306596	0.0004997501249375312	0.0009995002498750624
TNBC94 extension	77	cd8_cytotoxic	1034	259	-0.0069169007073661415	0.0018322547380567322	-0.008749155445422874	0.18340829585207397	0.18340829585207397
TNBC94 extension	77	tcell_exhaustion	1034	259	0.0044284069834030215	-0.0014611050581343071	0.005889512041537329	0.08095952023988005	0.10794602698650674
TNBC94 extension	77	tcell_ifng_response	1034	259	0.011097807200310228	-0.030336016539452115	0.04143382373976234	0.0004997501249375312	0.001999000499750125
TNBC94 extension	77	tcell_progenitor	1034	259	-0.00978467305925984	0.0039003152703432215	-0.013684988329603062	0.05247376311844078	0.10494752623688156
TNBC94 extension	78	cd8_cytotoxic	670	168	0.04063811262158687	0.017451144201711503	0.023186968419875366	0.0024987506246876563	0.0024987506246876563
TNBC94 extension	78	tcell_exhaustion	670	168	0.023118391873240093	0.008731846124500186	0.014386545748739907	0.0024987506246876563	0.0024987506246876563
TNBC94 extension	78	tcell_ifng_response	670	168	0.09027928693500026	0.03531907333918059	0.054960213595819665	0.0014992503748125937	0.0024987506246876563
TNBC94 extension	78	tcell_progenitor	670	168	0.057133687225473406	0.021906853540075398	0.03522683368539801	0.0009995002498750624	0.0024987506246876563
TNBC94 extension	79	cd8_cytotoxic	643	161	0.004742545065505388	-0.00027864464485578486	0.005021189710361173	0.0014992503748125937	0.005997001499250375
TNBC94 extension	79	tcell_exhaustion	643	161	0.0008754705723683157	-0.0006967027459273169	0.0015721733182956325	0.3353323338330835	0.3353323338330835
TNBC94 extension	79	tcell_ifng_response	643	161	0.009395626622316244	-0.0026586205082586717	0.012054247130574916	0.019490254872563718	0.038980509745127435
TNBC94 extension	79	tcell_progenitor	643	161	-0.003308470344667566	1.2895613130173983e-05	-0.00332136595779774	0.23938030984507747	0.31917374646010327
TNBC94 extension	80	cd8_cytotoxic	811	203	0.01012194470678883	0.004189389455000449	0.005932555251788381	0.2623688155922039	0.559720139930035
TNBC94 extension	80	tcell_exhaustion	811	203	-0.001845579038897635	7.778134574873766e-05	-0.0019233603846463727	0.5047476261869065	0.6729968349158754
TNBC94 extension	80	tcell_ifng_response	811	203	0.007623723759605322	0.0019715289893226517	0.00565219477028267	0.2798600699650175	0.559720139930035
TNBC94 extension	80	tcell_progenitor	811	203	0.00213027561121637	0.0036776177023015166	-0.0015473420910851465	0.8680659670164917	0.8680659670164917
TNBC94 extension	81	cd8_cytotoxic	1689	423	0.0015576256893234282	-0.00034582636260554675	0.001903452051928975	0.111944027986007	0.21989005497251377
TNBC94 extension	81	tcell_exhaustion	1689	423	0.0008884850682582129	-0.001235063016889127	0.00212354808514734	0.16491754122938532	0.21989005497251377
TNBC94 extension	81	tcell_ifng_response	1689	423	-0.0013375836330536267	-0.0023524402913709316	0.001014856658317305	0.7586206896551724	0.7586206896551724
TNBC94 extension	81	tcell_progenitor	1689	423	0.002944718715850024	-0.00020801824744994327	0.0031527369632999673	0.13493253373313344	0.21989005497251377
TNBC94 extension	82	cd8_cytotoxic	1355	339	-6.075621850296087e-05	0.0003426747597106705	-0.0004034309782136314	0.9490254872563718	0.9490254872563718
TNBC94 extension	82	tcell_exhaustion	1355	339	0.0032532898386648246	0.0009069606977676198	0.002346329140897205	0.5527236381809095	0.9490254872563718
TNBC94 extension	82	tcell_ifng_response	1355	339	-0.0050908706218898425	-0.007857377724163617	0.002766507102273774	0.7446276861569215	0.9490254872563718
TNBC94 extension	82	tcell_progenitor	1355	339	0.003559310016851419	0.001817321843992692	0.0017419881728587272	0.729135432283858	0.9490254872563718
TNBC94 extension	83	cd8_cytotoxic	1413	354	0.017966749410984084	0.013037484048143644	0.00492926536284044	0.49725137431284355	0.735632183908046
TNBC94 extension	83	tcell_exhaustion	1413	354	0.00506221379854066	0.005752850891628136	-0.0006906370930874761	0.8580709645177411	0.8580709645177411
TNBC94 extension	83	tcell_ifng_response	1413	354	0.0068659922816597385	0.003482867761846642	0.0033831245198130966	0.5517241379310345	0.735632183908046
TNBC94 extension	83	tcell_progenitor	1413	354	0.006609933798838619	0.0004280778107388361	0.0061818559880997825	0.21239380309845077	0.735632183908046
TNBC94 extension	84	cd8_cytotoxic	1627	407	0.045113931434662	0.01036203504878526	0.03475189638587674	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	84	tcell_exhaustion	1627	407	0.022019061421045885	0.005200588576690528	0.016818472844355357	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	84	tcell_ifng_response	1627	407	0.06086048565914842	0.0029406325693756286	0.057919853089772794	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	84	tcell_progenitor	1627	407	0.021770234016416687	0.007258828885512825	0.014511405130903862	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	85	cd8_cytotoxic	958	240	-0.02832599212981679	-0.0018948598745295725	-0.026431132255287218	0.0029985007496251873	0.0069965017491254375
TNBC94 extension	85	tcell_exhaustion	958	240	-0.0077572847254767235	0.0005656164124428834	-0.008322901137919607	0.05997001499250375	0.079960019990005
TNBC94 extension	85	tcell_ifng_response	958	240	0.011896250845770728	0.0007039918965792147	0.011192258949191514	0.3963018490754623	0.3963018490754623
TNBC94 extension	85	tcell_progenitor	958	240	-0.029044958641459173	-0.005337126120016605	-0.023707832521442568	0.0034982508745627187	0.0069965017491254375
TNBC94 extension	86	cd8_cytotoxic	758	190	-0.0013779876779413808	-0.001808211060274921	0.00043022338233354024	0.9400299850074962	0.9400299850074962
TNBC94 extension	86	tcell_exhaustion	758	190	-0.002891775599803692	-0.0035013552930989386	0.0006095796932952466	0.8740629685157422	0.9400299850074962
TNBC94 extension	86	tcell_ifng_response	758	190	-0.0036945906487589053	-0.004355099473056193	0.0006605088242972873	0.9320339830084957	0.9400299850074962
TNBC94 extension	86	tcell_progenitor	758	190	0.007545750906909565	0.0025618620619083238	0.004983888845001241	0.44177911044477763	0.9400299850074962
TNBC94 extension	87	cd8_cytotoxic	427	107	-0.03906348917479524	-0.026955193286205853	-0.012108295888589388	0.39430284857571213	0.5257371314342828
TNBC94 extension	87	tcell_exhaustion	427	107	-0.020025499213216766	-0.006596089936286381	-0.013429409276930385	0.05547226386806597	0.22188905547226387
TNBC94 extension	87	tcell_ifng_response	427	107	0.019669372371472815	0.005953624854518322	0.013715747516954493	0.3098450774612694	0.5257371314342828
TNBC94 extension	87	tcell_progenitor	427	107	-0.05137990237453094	-0.051451289045483406	7.138667095246687e-05	0.9985007496251874	0.9985007496251874
TNBC94 extension	88	cd8_cytotoxic	1199	300	0.0363941318581171	0.0037597814400638363	0.032634350418053265	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	88	tcell_exhaustion	1199	300	0.02447897629065207	0.0018223108511615516	0.02265666543949052	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	88	tcell_ifng_response	1199	300	0.04010795315089283	-0.0007293947408804347	0.04083734789177326	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	88	tcell_progenitor	1199	300	0.025290488210669884	0.0037253422936403963	0.021565145917029488	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	89	cd8_cytotoxic	1129	283	0.011380522734564483	0.00448393352437252	0.006896589210191963	0.3373313343328336	0.6746626686656672
TNBC94 extension	89	tcell_exhaustion	1129	283	0.0019654598338826462	0.0015833213032292737	0.00038213853065337255	0.9050474762618691	0.9050474762618691
TNBC94 extension	89	tcell_ifng_response	1129	283	0.008934728571539957	0.0011572167054453575	0.0077775118660946	0.08345827086456771	0.33383308345827084
TNBC94 extension	89	tcell_progenitor	1129	283	0.010816698058946639	0.00598523603814817	0.004831462020798469	0.6121939030484758	0.8162585373979677
TNBC94 extension	90	cd8_cytotoxic	1108	277	0.03154898875927366	0.0007937251251094249	0.030755263634164233	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	90	tcell_exhaustion	1108	277	0.017193834121073254	-7.387338047548653e-05	0.01726770750154874	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	90	tcell_ifng_response	1108	277	0.05255466968431838	0.0005287208177607583	0.05202594886655762	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	90	tcell_progenitor	1108	277	0.014416677011133958	0.0004183624303207359	0.013998314580813222	0.0004997501249375312	0.0004997501249375312
TNBC94 extension	91	cd8_cytotoxic	1407	352	0.016740518962700443	0.0011763072083073312	0.015564211754393112	0.0004997501249375312	0.001999000499750125
TNBC94 extension	91	tcell_exhaustion	1407	352	0.006358345530877163	0.0001569659794884784	0.006201379551388685	0.0239880059970015	0.047976011994003
TNBC94 extension	91	tcell_ifng_response	1407	352	0.00836465990157792	-0.004224290404367614	0.012588950305945534	0.07596201899050475	0.10128269198733968
TNBC94 extension	91	tcell_progenitor	1407	352	0.006476158769187182	0.0009187353521814684	0.0055574234170057135	0.13193403298350825	0.13193403298350825
TNBC94 extension	92	cd8_cytotoxic	824	206	0.012314196844546765	0.007548786606395047	0.004765410238151718	0.5412293853073463	0.7216391804097951
TNBC94 extension	92	tcell_exhaustion	824	206	0.004060282965826084	0.004125885051398978	-6.560208557289393e-05	0.9890054972513743	0.9890054972513743
TNBC94 extension	92	tcell_ifng_response	824	206	0.04062416815030223	-0.0013963990390660763	0.04202056718936831	0.001999000499750125	0.0079960019990005
TNBC94 extension	92	tcell_progenitor	824	206	0.0010995755718146705	0.006028023248962219	-0.004928447677147549	0.5402298850574713	0.7216391804097951
TNBC94 extension	93	cd8_cytotoxic	994	249	8.199780086798336e-05	0.000451056135458483	-0.00036905833459049964	0.9460269865067467	0.9460269865067467
TNBC94 extension	93	tcell_exhaustion	994	249	-0.009904045574105791	-0.0007687655611524069	-0.009135280012953384	0.09645177411294353	0.19290354822588707
TNBC94 extension	93	tcell_ifng_response	994	249	-0.04170674935795721	-0.009045611733387526	-0.03266113762456968	0.0014992503748125937	0.005997001499250375
TNBC94 extension	93	tcell_progenitor	994	249	-0.0035542380968088816	-0.0011303835003809992	-0.0024238545964278824	0.6376811594202898	0.8502415458937197
TNBC94 extension	94	cd8_cytotoxic	1246	312	0.0027437635091406704	-0.0014840484421553835	0.004227811951296054	0.2988505747126437	0.2988505747126437
TNBC94 extension	94	tcell_exhaustion	1246	312	0.0024974160761712105	-0.004542821299898331	0.007040237376069541	0.02948525737131434	0.05897051474262868
TNBC94 extension	94	tcell_ifng_response	1246	312	0.01806134022084288	-0.004576132936418453	0.022637473157261334	0.0009995002498750624	0.00399800099950025
TNBC94 extension	94	tcell_progenitor	1246	312	0.002932768529854912	-0.002194333985582872	0.005127102515437784	0.13993003498250875	0.18657337997667833
TNBC94 extension	95	cd8_cytotoxic	1584	396	0.005657735049389732	0.001569387783953071	0.004088347265436661	0.16841579210394803	0.16841579210394803
TNBC94 extension	95	tcell_exhaustion	1584	396	0.005077145634895475	0.00031724907654032825	0.004759896558355146	0.05547226386806597	0.07396301849075462
TNBC94 extension	95	tcell_ifng_response	1584	396	0.0114682682129945	-0.0001628795651755291	0.01163114777817003	0.001999000499750125	0.00399800099950025
TNBC94 extension	95	tcell_progenitor	1584	396	0.010331243140658052	0.0008700783312599429	0.009461164809398109	0.0004997501249375312	0.001999000499750125
