discovery_program	validation_program	overlap_n	jaccard	overlap_coefficient	overlapping_genes
P1	V5	24	0.315789473684211	0.48	CXCL8;CXCL2;CXCL3;G0S2;CCL3;CSTB;IL1B;S100A8;PLIN2;CCL20;CTSD;TXN;EGR1;IL1RN;FABP5;CCL4;LGALS3;LYZ;EREG;TIMP1;THBD;CCL4L2;PTGS2;VCAN
P2	V4	12	0.136363636363636	0.24	LYZ;MT2A;AREG;TIMP1;HSPA1A;HLA-DQA2;FABP5;RGCC;TXN;BIRC3;LGALS2;HSPD1
P3	V2	21	0.265822784810127	0.42	APOE;APOC1;LYZ;CTSD;IFI27;ACP5;LGALS3;GPNMB;CSTB;NUPR1;CTSL;TXN;HLA-DQA2;CXCL9;CCL18;PLA2G7;HMOX1;HSPA1A;FN1;SLC40A1;GCHFR
P4	V5	20	0.25	0.4	SPP1;CTSD;FN1;CSTB;FABP5;GPNMB;LYZ;CTSL;LGALS3;PLIN2;TXN;HMOX1;FBP1;CD52;MT2A;RGCC;TIMP1;MARCO;S100A8;CD36
P5	V3	18	0.219512195121951	0.36	HSPA1A;CCL4;CCL3;HSPA1B;HSPH1;EGR1;DUSP2;HSPD1;CXCL8;CTSD;BAG3;HSPA6;ZFAND2A;DNAJA4;CCL2;LYZ;KCNQ1OT1;CXCL2
P6	V5	14	0.162790697674419	0.28	CCL2;MT2A;IFIT3;TXN;LYZ;CCL4;CCL3;CTSL;TIMP1;IL1RN;CCL4L2;FN1;CSTB;LGALS3
