cohort	unit	setting	neighbors	high_fraction	covariates	permutation_stratified	excess_over_null
TNBC94 extension	32	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.04653389511750824
TNBC94 extension	33	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.21457409153534607
TNBC94 extension	33	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1964978595467767
TNBC94 extension	33	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.19708479182009198
TNBC94 extension	33	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.18245589728846923
TNBC94 extension	33	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.20651177101703994
TNBC94 extension	33	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1964978595467767
TNBC94 extension	33	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.15240976393752603
TNBC94 extension	33	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.1982902449001427
TNBC94 extension	33	residual_depth_only	6	0.25	log1p_umi	True	0.26867887602243806
TNBC94 extension	33	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.1043793791925886
TNBC94 extension	33	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.22456390000595744
TNBC94 extension	34	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.15123395251713806
TNBC94 extension	34	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12233694248255875
TNBC94 extension	34	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.11827959593420997
TNBC94 extension	34	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12319685471038168
TNBC94 extension	34	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.0941121448849444
TNBC94 extension	34	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12233694248255875
TNBC94 extension	34	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.10874836674609822
TNBC94 extension	34	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.11069982541473435
TNBC94 extension	34	residual_depth_only	6	0.25	log1p_umi	True	0.16669971021750604
TNBC94 extension	34	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.08611035114191196
TNBC94 extension	34	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.17012238294325255
TNBC94 extension	35	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.220716152957291
TNBC94 extension	35	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.21369814903046602
TNBC94 extension	35	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.20556929792819173
TNBC94 extension	35	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.18614640233736773
TNBC94 extension	35	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.29026472795902764
TNBC94 extension	35	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.21369814903046602
TNBC94 extension	35	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.1690488224237045
TNBC94 extension	35	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.2498103037627077
TNBC94 extension	35	residual_depth_only	6	0.25	log1p_umi	True	0.48184461045214544
TNBC94 extension	35	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.1710595567863397
TNBC94 extension	35	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.3230270175553452
TNBC94 extension	36	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.05035855746150139
TNBC94 extension	36	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.050724937467217686
TNBC94 extension	36	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.04691290619125178
TNBC94 extension	36	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.03772099512549231
TNBC94 extension	36	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-0.05323697322994276
TNBC94 extension	36	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.050724937467217686
TNBC94 extension	36	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	-0.0418559830067039
TNBC94 extension	36	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.04862747943386668
TNBC94 extension	36	residual_depth_only	6	0.25	log1p_umi	True	-0.0012370661232174451
TNBC94 extension	36	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.09075041940566678
TNBC94 extension	36	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.021841638872095753
TNBC94 extension	37	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.15384675966692685
TNBC94 extension	37	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.15138461683166435
TNBC94 extension	37	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.149662410738222
TNBC94 extension	37	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13990521253885552
TNBC94 extension	37	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.13581921672844352
TNBC94 extension	37	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.15138461683166435
TNBC94 extension	37	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.15702317255170375
TNBC94 extension	37	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.1489540568316743
TNBC94 extension	37	residual_depth_only	6	0.25	log1p_umi	True	0.28992066315471515
TNBC94 extension	37	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.07290126674632241
TNBC94 extension	37	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.15473838613501753
TNBC94 extension	38	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.006281970571014778
TNBC94 extension	38	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.032621642574682155
TNBC94 extension	38	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.02652714986893527
TNBC94 extension	38	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.037564918127653134
TNBC94 extension	38	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-0.041321552918981146
TNBC94 extension	38	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.032621642574682155
TNBC94 extension	38	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	-0.03234805056150172
TNBC94 extension	38	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.05192306731996525
TNBC94 extension	38	residual_depth_only	6	0.25	log1p_umi	True	0.00488234882435972
TNBC94 extension	38	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.07059764127799287
TNBC94 extension	38	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.03600164012464432
TNBC94 extension	39	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.005320502830058072
TNBC94 extension	39	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.019168236194036795
TNBC94 extension	39	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.02439355947864017
TNBC94 extension	39	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.02991157558936138
TNBC94 extension	39	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.008731759689939625
TNBC94 extension	39	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.019168236194036795
TNBC94 extension	39	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	-0.04600964852859342
TNBC94 extension	39	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.04253099718985862
TNBC94 extension	39	residual_depth_only	6	0.25	log1p_umi	True	0.025957217172961587
TNBC94 extension	39	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.05342385243414473
TNBC94 extension	39	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.0059776396853184685
TNBC94 extension	40	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.062395084545109836
TNBC94 extension	40	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.028163796692558307
TNBC94 extension	40	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0389649903824309
TNBC94 extension	40	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.034847910773541435
TNBC94 extension	40	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.0633217755377649
TNBC94 extension	40	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.028163796692558307
TNBC94 extension	40	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.04537737036813374
TNBC94 extension	40	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.03978535552147166
TNBC94 extension	40	residual_depth_only	6	0.25	log1p_umi	True	0.14215671830507784
TNBC94 extension	40	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.03343867111374954
TNBC94 extension	40	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.0449475233609668
TNBC94 extension	41	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.23796554560243394
TNBC94 extension	41	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.23424710240451285
TNBC94 extension	41	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.22436078078411734
TNBC94 extension	41	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.21376373192525255
TNBC94 extension	41	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.24031381821171904
TNBC94 extension	41	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.23424710240451285
TNBC94 extension	41	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.19706234757697977
TNBC94 extension	41	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.2084229057596014
TNBC94 extension	41	residual_depth_only	6	0.25	log1p_umi	True	0.31938300173846157
TNBC94 extension	41	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.1688220790713359
TNBC94 extension	41	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.30007899550124945
TNBC94 extension	42	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.19813655998994897
TNBC94 extension	42	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.18705453639996067
TNBC94 extension	42	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.17871041753463823
TNBC94 extension	42	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.16145004192534057
TNBC94 extension	42	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.24245095454686313
TNBC94 extension	42	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.18705453639996067
TNBC94 extension	42	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.16351203183554047
TNBC94 extension	42	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.17381995150028323
TNBC94 extension	42	residual_depth_only	6	0.25	log1p_umi	True	0.22509175072195925
TNBC94 extension	42	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.1769614098516509
TNBC94 extension	42	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.21321210649439665
TNBC94 extension	43	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.15162829313891163
TNBC94 extension	43	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12615528615917976
TNBC94 extension	43	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12344172230791077
TNBC94 extension	43	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.11830532404533202
TNBC94 extension	43	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.13521025122064004
TNBC94 extension	43	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12615528615917976
TNBC94 extension	43	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.11731475544130879
TNBC94 extension	43	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.12615528615917976
TNBC94 extension	43	residual_depth_only	6	0.25	log1p_umi	True	0.19664609219212378
TNBC94 extension	43	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.1030067425086996
TNBC94 extension	43	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.1453492993570067
TNBC94 extension	44	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.013284843709754551
TNBC94 extension	44	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.013883579316772164
TNBC94 extension	44	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.02113560618393804
TNBC94 extension	44	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.009054655146221266
TNBC94 extension	44	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-0.0034115380205633344
TNBC94 extension	44	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.013883579316772164
TNBC94 extension	44	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.02558737345688252
TNBC94 extension	44	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.019638078496331687
TNBC94 extension	44	residual_depth_only	6	0.25	log1p_umi	True	0.05903210684341522
TNBC94 extension	44	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.06337110576587555
TNBC94 extension	44	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.047682478046503274
TNBC94 extension	45	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08481316821664973
TNBC94 extension	45	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08027664910561605
TNBC94 extension	45	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0720076834922388
TNBC94 extension	45	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0714084108021783
TNBC94 extension	45	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.07393016801650815
TNBC94 extension	45	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08027664910561605
TNBC94 extension	45	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.07483280253979929
TNBC94 extension	45	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.07455607715114893
TNBC94 extension	45	residual_depth_only	6	0.25	log1p_umi	True	0.08414204466813117
TNBC94 extension	45	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.008645620173010633
TNBC94 extension	45	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.10140946226677673
TNBC94 extension	46	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.04660516866415969
TNBC94 extension	46	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.033351855009080965
TNBC94 extension	46	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.011995370398971347
TNBC94 extension	46	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0028446022398692893
TNBC94 extension	46	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-0.007774574094877206
TNBC94 extension	46	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.033351855009080965
TNBC94 extension	46	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.05394460397611227
TNBC94 extension	46	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.014736145729033354
TNBC94 extension	46	residual_depth_only	6	0.25	log1p_umi	True	0.04956575159814007
TNBC94 extension	46	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.02685574894402281
TNBC94 extension	46	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.05486295089334386
TNBC94 extension	47	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0995101314273276
TNBC94 extension	47	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09638056369266262
TNBC94 extension	47	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0954394711430655
TNBC94 extension	47	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09135196137830347
TNBC94 extension	47	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.11294531500747589
TNBC94 extension	47	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09638056369266262
TNBC94 extension	47	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.1066619183544907
TNBC94 extension	47	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.08358476355095258
TNBC94 extension	47	residual_depth_only	6	0.25	log1p_umi	True	0.15814172548019392
TNBC94 extension	47	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.04370918728085701
TNBC94 extension	47	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.09614045381694498
TNBC94 extension	48	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.041415527909785456
TNBC94 extension	48	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.04120856715617785
TNBC94 extension	48	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.03306121587456074
TNBC94 extension	48	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.013465352095167298
TNBC94 extension	48	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.04579438256825143
TNBC94 extension	48	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.04120856715617785
TNBC94 extension	48	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.0675692593116966
TNBC94 extension	48	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.04102816272804298
TNBC94 extension	48	residual_depth_only	6	0.25	log1p_umi	True	0.008193000687249362
TNBC94 extension	48	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.02802364525908873
TNBC94 extension	48	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.03033419124413242
TNBC94 extension	49	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13385926818112776
TNBC94 extension	49	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12543677560866742
TNBC94 extension	49	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.10010079493535094
TNBC94 extension	49	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13966807696178143
TNBC94 extension	49	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.11531443085854635
TNBC94 extension	49	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12543677560866742
TNBC94 extension	49	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.12898607268297996
TNBC94 extension	49	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.09371761232509529
TNBC94 extension	49	residual_depth_only	6	0.25	log1p_umi	True	0.19332164994123638
TNBC94 extension	49	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.08827638681205123
TNBC94 extension	49	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.04501763218574019
TNBC94 extension	50	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.031093000993200032
TNBC94 extension	50	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.03541696285104229
TNBC94 extension	50	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.031085756189750485
TNBC94 extension	50	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.007855050587225326
TNBC94 extension	50	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.07669512624699426
TNBC94 extension	50	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.03541696285104229
TNBC94 extension	50	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.06208864616399937
TNBC94 extension	50	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.04666734473418188
TNBC94 extension	50	residual_depth_only	6	0.25	log1p_umi	True	0.235158849892253
TNBC94 extension	50	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.07060350369799442
TNBC94 extension	50	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.1878528524750971
TNBC94 extension	51	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.16436304383914876
TNBC94 extension	51	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.14530853222486861
TNBC94 extension	51	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13759333648322272
TNBC94 extension	51	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12467450571090967
TNBC94 extension	51	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.17345857519513105
TNBC94 extension	51	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.14530853222486861
TNBC94 extension	51	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.14622233766224496
TNBC94 extension	51	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.1457767770799327
TNBC94 extension	51	residual_depth_only	6	0.25	log1p_umi	True	0.17061597994725186
TNBC94 extension	51	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.10466955444426271
TNBC94 extension	51	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.1518981439961699
TNBC94 extension	52	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.061014092104351436
TNBC94 extension	52	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.03999033906249447
TNBC94 extension	52	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.03622441119300472
TNBC94 extension	52	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.01909479197261052
TNBC94 extension	52	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.013108536733956344
TNBC94 extension	52	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.03999033906249447
TNBC94 extension	52	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.005749707078570539
TNBC94 extension	52	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.053596020874629516
TNBC94 extension	52	residual_depth_only	6	0.25	log1p_umi	True	0.21853707051944332
TNBC94 extension	52	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.05949906877761804
TNBC94 extension	52	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.008756283052868907
TNBC94 extension	53	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.03939700454200557
TNBC94 extension	53	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.02709213999960779
TNBC94 extension	53	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.031689615975194776
TNBC94 extension	53	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.03563130074522155
TNBC94 extension	53	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-0.034898663359174124
TNBC94 extension	53	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.02709213999960779
TNBC94 extension	53	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	-0.0010588285047688478
TNBC94 extension	53	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.1381278172476467
TNBC94 extension	53	residual_depth_only	6	0.25	log1p_umi	True	-0.1160133790812931
TNBC94 extension	53	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.030796142047627553
TNBC94 extension	53	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.02454027996625072
TNBC94 extension	54	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.2889336211961112
TNBC94 extension	54	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.2859991132391172
TNBC94 extension	54	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.2803729027214764
TNBC94 extension	54	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.28098596972070283
TNBC94 extension	54	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.30817482564312393
TNBC94 extension	54	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.2859991132391172
TNBC94 extension	54	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.2575850539205524
TNBC94 extension	54	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.2886241634252768
TNBC94 extension	54	residual_depth_only	6	0.25	log1p_umi	True	0.3046289469550797
TNBC94 extension	54	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.14604948780005927
