cohort	unit	setting	neighbors	high_fraction	covariates	permutation_stratified	excess_over_null
TNBC94 extension	8	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.02782050442891006
TNBC94 extension	9	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.009602755850815908
TNBC94 extension	9	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.011111264327023931
TNBC94 extension	9	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.007784508914504468
TNBC94 extension	9	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.01228811911606282
TNBC94 extension	9	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.003658514248483336
TNBC94 extension	9	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.011111264327023931
TNBC94 extension	9	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.050356686746781815
TNBC94 extension	9	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.026711011072024934
TNBC94 extension	9	residual_depth_only	6	0.25	log1p_umi	True	0.03403087489421153
TNBC94 extension	9	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.016067270337556807
TNBC94 extension	9	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.06468257352294128
TNBC94 extension	10	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08452684921758555
TNBC94 extension	10	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07448989753448551
TNBC94 extension	10	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07446084759930804
TNBC94 extension	10	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0640878941743673
TNBC94 extension	10	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.056746479293586796
TNBC94 extension	10	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07448989753448551
TNBC94 extension	10	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.09730172747995032
TNBC94 extension	10	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.0739313903871815
TNBC94 extension	10	residual_depth_only	6	0.25	log1p_umi	True	0.07304317224846543
TNBC94 extension	10	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.005850310027862779
TNBC94 extension	10	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.08764473435277972
TNBC94 extension	11	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.10387605091468667
TNBC94 extension	11	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.10144282391732638
TNBC94 extension	11	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.10581841917014251
TNBC94 extension	11	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09211821108454904
TNBC94 extension	11	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.08887947640872221
TNBC94 extension	11	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.10144282391732638
TNBC94 extension	11	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.12080266880417069
TNBC94 extension	11	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.1133273989890723
TNBC94 extension	11	residual_depth_only	6	0.25	log1p_umi	True	0.3539910627598716
TNBC94 extension	11	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.022341160757135412
TNBC94 extension	11	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.08176586307088557
TNBC94 extension	12	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.17386810285967744
TNBC94 extension	12	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1538993638732244
TNBC94 extension	12	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12638637882946752
TNBC94 extension	12	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.10440721038852963
TNBC94 extension	12	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.17732259652743965
TNBC94 extension	12	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1538993638732244
TNBC94 extension	12	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.12653024281309228
TNBC94 extension	12	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.14558306247634337
TNBC94 extension	12	residual_depth_only	6	0.25	log1p_umi	True	0.2249987874406689
TNBC94 extension	12	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.10008436711006818
TNBC94 extension	12	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.1620836643223937
TNBC94 extension	13	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08385701533522619
TNBC94 extension	13	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07529592334923438
TNBC94 extension	13	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.09614281331295443
TNBC94 extension	13	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08968569361792182
TNBC94 extension	13	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.08788130408686372
TNBC94 extension	13	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07529592334923438
TNBC94 extension	13	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.08301553050537501
TNBC94 extension	13	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.07720886443367413
TNBC94 extension	13	residual_depth_only	6	0.25	log1p_umi	True	0.08896547720602586
TNBC94 extension	13	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.07550442716834219
TNBC94 extension	13	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.06471624663260635
TNBC94 extension	14	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.035653184454638026
TNBC94 extension	14	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.02820889192825496
TNBC94 extension	14	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.026805919997980446
TNBC94 extension	14	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.025166338304304092
TNBC94 extension	14	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.003990493818394655
TNBC94 extension	14	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.02820889192825496
TNBC94 extension	14	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.031344319834862855
TNBC94 extension	14	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.02934581757698336
TNBC94 extension	14	residual_depth_only	6	0.25	log1p_umi	True	0.09145208933954678
TNBC94 extension	14	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.0175624025943792
TNBC94 extension	14	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.09110639099127592
TNBC94 extension	15	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0588939756453691
TNBC94 extension	15	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.05822284083686069
TNBC94 extension	15	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06476002546680834
TNBC94 extension	15	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06499089538932501
TNBC94 extension	15	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.04114701529574299
TNBC94 extension	15	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.05822284083686069
TNBC94 extension	15	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.1029185419617589
TNBC94 extension	15	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.051537667144249566
TNBC94 extension	15	residual_depth_only	6	0.25	log1p_umi	True	0.12800751333078134
TNBC94 extension	15	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.019471961318212414
TNBC94 extension	15	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.07278018244768797
TNBC94 extension	16	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.11657219230805893
TNBC94 extension	16	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.10247347229267535
TNBC94 extension	16	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08745286951557497
TNBC94 extension	16	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.084991083482713
TNBC94 extension	16	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.14734782314249562
TNBC94 extension	16	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.10247347229267535
TNBC94 extension	16	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.08809293004309732
TNBC94 extension	16	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.10268336137602085
TNBC94 extension	16	residual_depth_only	6	0.25	log1p_umi	True	0.23699599271322128
TNBC94 extension	16	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.056585571063818445
TNBC94 extension	16	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.13248636709072725
TNBC94 extension	19	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.05231083162123549
TNBC94 extension	19	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.062176525624598314
TNBC94 extension	19	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06286555202432402
TNBC94 extension	19	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06190434232037847
TNBC94 extension	19	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.07759753000123872
TNBC94 extension	19	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.062176525624598314
TNBC94 extension	19	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.05680545929560051
TNBC94 extension	19	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.03434257592254293
TNBC94 extension	19	residual_depth_only	6	0.25	log1p_umi	True	0.11483925784199873
TNBC94 extension	19	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.00798036945147455
TNBC94 extension	19	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.09573782310559918
TNBC94 extension	20	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.015720531494434385
TNBC94 extension	20	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.008841724225010329
TNBC94 extension	20	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.005280693041798431
TNBC94 extension	20	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.006573071957394891
TNBC94 extension	20	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.007373015675709337
TNBC94 extension	20	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.008841724225010329
TNBC94 extension	20	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	-0.013069317683402375
TNBC94 extension	20	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.013566539689467453
TNBC94 extension	20	residual_depth_only	6	0.25	log1p_umi	True	0.04525450170921213
TNBC94 extension	20	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.024779728045341044
TNBC94 extension	20	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.0006318952907353418
TNBC94 extension	21	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.05104980734357961
TNBC94 extension	21	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.04374745516403844
TNBC94 extension	21	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.039101104083954265
TNBC94 extension	21	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.052760564679751376
TNBC94 extension	21	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-8.985271587844124e-05
TNBC94 extension	21	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.04374745516403844
TNBC94 extension	21	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	-0.06025484099745919
TNBC94 extension	21	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.052262733910258125
TNBC94 extension	21	residual_depth_only	6	0.25	log1p_umi	True	0.03778060166744682
TNBC94 extension	21	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.07128225175853213
TNBC94 extension	21	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.09924960608120932
TNBC94 extension	22	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07454893402118412
TNBC94 extension	22	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07649654272722917
TNBC94 extension	22	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08136276367912648
TNBC94 extension	22	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07731820807569556
TNBC94 extension	22	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.07799837016060074
TNBC94 extension	22	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07649654272722917
TNBC94 extension	22	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.08651841129031196
TNBC94 extension	22	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.1007644067618072
TNBC94 extension	22	residual_depth_only	6	0.25	log1p_umi	True	0.17283461261231747
TNBC94 extension	22	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.03304370531353079
TNBC94 extension	22	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.4535147368999619
TNBC94 extension	23	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0491843838233894
TNBC94 extension	23	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.047263376116485796
TNBC94 extension	23	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.0673077112409904
TNBC94 extension	23	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06655952658157355
TNBC94 extension	23	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.025212988586064907
TNBC94 extension	23	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.047263376116485796
TNBC94 extension	23	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.10021177577611455
TNBC94 extension	23	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.00681845685962373
TNBC94 extension	23	residual_depth_only	6	0.25	log1p_umi	True	0.104175867000591
TNBC94 extension	23	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.06235974254235058
TNBC94 extension	23	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.07085006977310825
TNBC94 extension	24	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.18457954955536046
TNBC94 extension	24	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1650779721127055
TNBC94 extension	24	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.16855488837593646
TNBC94 extension	24	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1515416774839388
TNBC94 extension	24	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.19014355650816428
TNBC94 extension	24	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1650779721127055
TNBC94 extension	24	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.1955862784374406
TNBC94 extension	24	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.15423472297578592
TNBC94 extension	24	residual_depth_only	6	0.25	log1p_umi	True	0.25417831299259475
TNBC94 extension	24	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.06189991097937416
TNBC94 extension	24	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.17753434423049813
TNBC94 extension	25	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.25680321199872536
TNBC94 extension	25	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.2505633794206462
TNBC94 extension	25	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.2477217003409264
TNBC94 extension	25	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.24655003613381693
TNBC94 extension	25	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.2514118013193387
TNBC94 extension	25	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.2505633794206462
TNBC94 extension	25	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.2866244609102294
TNBC94 extension	25	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.264048310698783
TNBC94 extension	25	residual_depth_only	6	0.25	log1p_umi	True	0.4162509027626217
TNBC94 extension	25	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.15203440858170958
TNBC94 extension	25	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.291256272697926
TNBC94 extension	26	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.18754040742872286
TNBC94 extension	26	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13588702190821722
TNBC94 extension	26	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12600062861943578
TNBC94 extension	26	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07194245935930191
TNBC94 extension	26	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.2112628802464233
TNBC94 extension	26	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.13588702190821722
TNBC94 extension	26	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.18429235232897
TNBC94 extension	26	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.15629422091390244
TNBC94 extension	26	residual_depth_only	6	0.25	log1p_umi	True	0.19290230275535297
TNBC94 extension	26	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.09785823180015225
TNBC94 extension	26	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.21398968260646636
TNBC94 extension	27	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.05745507556126065
TNBC94 extension	27	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07007065189242814
TNBC94 extension	27	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06647716782821768
TNBC94 extension	27	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06531213992980306
TNBC94 extension	27	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.05459225614787397
TNBC94 extension	27	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07007065189242814
TNBC94 extension	27	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.06970503600686609
TNBC94 extension	27	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.030441139013054994
TNBC94 extension	27	residual_depth_only	6	0.25	log1p_umi	True	0.027324408092768843
TNBC94 extension	27	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.02578838998484468
TNBC94 extension	27	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.057682998167245036
TNBC94 extension	28	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12889936413664002
TNBC94 extension	28	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12801403612708673
TNBC94 extension	28	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12982428143490976
TNBC94 extension	28	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.1283217307269386
TNBC94 extension	28	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.1179278920040373
TNBC94 extension	28	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12801403612708673
TNBC94 extension	28	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.11621091589351405
TNBC94 extension	28	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.13569416166329953
TNBC94 extension	28	residual_depth_only	6	0.25	log1p_umi	True	0.17646658290441564
TNBC94 extension	28	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.0022968627284441767
TNBC94 extension	28	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.15493768019620383
TNBC94 extension	29	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08558107997595266
TNBC94 extension	29	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06969740589887347
TNBC94 extension	29	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07646715670081869
TNBC94 extension	29	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.07306165050981756
TNBC94 extension	29	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.06634677855655526
TNBC94 extension	29	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.06969740589887347
TNBC94 extension	29	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.03810980499933767
TNBC94 extension	29	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.06798082342034908
TNBC94 extension	29	residual_depth_only	6	0.25	log1p_umi	True	0.072299404187616
TNBC94 extension	29	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.0036827972131843606
TNBC94 extension	29	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.09608634721787138
TNBC94 extension	30	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.12625391229851163
TNBC94 extension	30	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.11980277949039375
TNBC94 extension	30	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.11430599377055531
TNBC94 extension	30	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.08910807920719899
TNBC94 extension	30	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.12391365817784979
TNBC94 extension	30	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.11980277949039375
TNBC94 extension	30	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.06809244842087847
TNBC94 extension	30	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	0.12137077262546847
TNBC94 extension	30	residual_depth_only	6	0.25	log1p_umi	True	0.19608352823930147
TNBC94 extension	30	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	0.009172231293527391
TNBC94 extension	30	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	0.11697398922814171
TNBC94 extension	31	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.027267460664246533
TNBC94 extension	31	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.05424612881306799
TNBC94 extension	31	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.05572901126515781
TNBC94 extension	31	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.06042723974605168
TNBC94 extension	31	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	-0.08576604109053734
TNBC94 extension	31	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	-0.05424612881306799
TNBC94 extension	31	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	-0.009145638820019904
TNBC94 extension	31	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.06405066496559962
TNBC94 extension	31	residual_depth_only	6	0.25	log1p_umi	True	0.003970913965616246
TNBC94 extension	31	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.11015416022888772
TNBC94 extension	31	unstratified_permutation	6	0.25	macrophage_identity;hypoxia;log1p_umi	False	-0.05026171974345352
TNBC94 extension	32	neighbors_k4	4	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.02771821270838861
TNBC94 extension	32	neighbors_k6	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.032948009649478194
TNBC94 extension	32	neighbors_k8	8	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.029131617501724213
TNBC94 extension	32	neighbors_k12	12	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.018287192479257905
TNBC94 extension	32	high_fraction_0.20	6	0.2	macrophage_identity;hypoxia;log1p_umi	True	0.011902776169720478
TNBC94 extension	32	high_fraction_0.25	6	0.25	macrophage_identity;hypoxia;log1p_umi	True	0.032948009649478194
TNBC94 extension	32	high_fraction_0.33	6	0.33	macrophage_identity;hypoxia;log1p_umi	True	0.0135157681879719
TNBC94 extension	32	residual_macrophage_depth	6	0.25	macrophage_identity;log1p_umi	True	-0.009459538276356769
TNBC94 extension	32	residual_depth_only	6	0.25	log1p_umi	True	0.12852529808934765
TNBC94 extension	32	residual_plus_fibroblast	6	0.25	macrophage_identity;hypoxia;log1p_umi;fibroblast_ecm	True	-0.01859070356123975
