rank	starts	mean_component_stability	min_component_stability	mean_reconstruction_error	min_reconstruction_error
5	5	0.9999985991653002	0.9999961178018374	324.16428660042345	324.16428516538554
6	5	0.877877495625303	0.7963995994184775	320.583434880096	320.4683566898613
7	5	0.9328607753132688	0.832137607517147	317.2960644595124	317.04638365100385
