rank	starts	mean_component_stability	min_component_stability	mean_reconstruction_error	min_reconstruction_error
5	5	0.9174252651826211	0.7923039121374689	432.5036500070607	432.3957489942368
6	5	0.9315387104306858	0.828787601426639	423.7178028536735	423.49538902017036
7	5	0.9272625370283525	0.8180851417224171	415.65213724316766	415.63673256127635
